trip_id,VIN,point_index,point_role,timestamp,elapsed_seconds,latitude,longitude,altitude_m,segment_distance_m,cumulative_distance_m,segment_speed_kmh,timestamp_method
VIN010_20260213T190000Z_0005,VIN010,0,start,2026-02-13T19:00:00+00:00,0.0,49.112,2.416,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN010_20260213T190000Z_0005,VIN010,1,trajectory,2026-02-13T19:02:24+00:00,144.0,49.1148,2.4176,70.4,332.413,332.413,8.31,interpolated_between_trip_triggers
VIN010_20260213T190000Z_0005,VIN010,2,trajectory,2026-02-13T19:04:48+00:00,288.0,49.1176,2.4192,70.8,332.41,664.823,8.31,interpolated_between_trip_triggers
VIN010_20260213T190000Z_0005,VIN010,3,trajectory,2026-02-13T19:07:12+00:00,432.0,49.1204,2.4208,71.2,332.408,997.231,8.31,interpolated_between_trip_triggers
VIN010_20260213T190000Z_0005,VIN010,4,trajectory,2026-02-13T19:09:36+00:00,576.0,49.1232,2.4224,71.6,332.406,1329.637,8.31,interpolated_between_trip_triggers
VIN010_20260213T190000Z_0005,VIN010,5,destination,2026-02-13T19:12:00+00:00,720.0,49.126,2.424,72.0,332.403,1662.041,8.31,interpolated_between_trip_triggers
VIN011_20260213T070000Z_0001,VIN011,0,start,2026-02-13T07:00:00+00:00,0.0,49.13,2.42,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN011_20260213T070000Z_0001,VIN011,1,trajectory,2026-02-13T07:02:00+00:00,120.0,49.1325,2.422,70.5,313.771,313.771,9.413,interpolated_between_trip_triggers
VIN011_20260213T070000Z_0001,VIN011,2,trajectory,2026-02-13T07:04:00+00:00,240.0,49.135,2.424,71.0,313.767,627.538,9.413,interpolated_between_trip_triggers
VIN011_20260213T070000Z_0001,VIN011,3,trajectory,2026-02-13T07:06:00+00:00,360.0,49.1375,2.426,71.5,313.764,941.302,9.413,interpolated_between_trip_triggers
VIN011_20260213T070000Z_0001,VIN011,4,destination,2026-02-13T07:08:00+00:00,480.0,49.14,2.428,72.0,313.761,1255.063,9.413,interpolated_between_trip_triggers
VIN011_20260213T100000Z_0002,VIN011,0,start,2026-02-13T10:00:00+00:00,0.0,49.133,2.424,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN011_20260213T100000Z_0002,VIN011,1,trajectory,2026-02-13T10:01:48+00:00,108.0,49.1358,2.4262,70.4,350.078,350.078,11.669,interpolated_between_trip_triggers
VIN011_20260213T100000Z_0002,VIN011,2,trajectory,2026-02-13T10:03:36+00:00,216.0,49.1386,2.4284,70.8,350.074,700.153,11.669,interpolated_between_trip_triggers
VIN011_20260213T100000Z_0002,VIN011,3,trajectory,2026-02-13T10:05:24+00:00,324.0,49.1414,2.4306,71.2,350.07,1050.223,11.669,interpolated_between_trip_triggers
VIN011_20260213T100000Z_0002,VIN011,4,trajectory,2026-02-13T10:07:12+00:00,432.0,49.1442,2.4328,71.6,350.066,1400.289,11.669,interpolated_between_trip_triggers
VIN011_20260213T100000Z_0002,VIN011,5,destination,2026-02-13T10:09:00+00:00,540.0,49.147,2.435,72.0,350.062,1750.351,11.669,interpolated_between_trip_triggers
VIN011_20260213T130000Z_0003,VIN011,0,start,2026-02-13T13:00:00+00:00,0.0,49.136,2.428,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN011_20260213T130000Z_0003,VIN011,1,trajectory,2026-02-13T13:01:40+00:00,100.0,49.139,2.4303333,70.3,374.289,374.289,13.474,interpolated_between_trip_triggers
VIN011_20260213T130000Z_0003,VIN011,2,trajectory,2026-02-13T13:03:20+00:00,200.0,49.142,2.4326667,70.7,374.288,748.577,13.474,interpolated_between_trip_triggers
VIN011_20260213T130000Z_0003,VIN011,3,trajectory,2026-02-13T13:05:00+00:00,300.0,49.145,2.435,71.0,374.28,1122.857,13.474,interpolated_between_trip_triggers
VIN011_20260213T130000Z_0003,VIN011,4,trajectory,2026-02-13T13:06:40+00:00,400.0,49.148,2.4373333,71.3,374.275,1497.133,13.474,interpolated_between_trip_triggers
VIN011_20260213T130000Z_0003,VIN011,5,trajectory,2026-02-13T13:08:20+00:00,500.0,49.151,2.4396667,71.7,374.274,1871.407,13.474,interpolated_between_trip_triggers
VIN011_20260213T130000Z_0003,VIN011,6,destination,2026-02-13T13:10:00+00:00,600.0,49.154,2.442,72.0,374.266,2245.673,13.474,interpolated_between_trip_triggers
VIN011_20260213T160000Z_0004,VIN011,0,start,2026-02-13T16:00:00+00:00,0.0,49.139,2.432,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN011_20260213T160000Z_0004,VIN011,1,trajectory,2026-02-13T16:02:45+00:00,165.0,49.1415,2.43625,70.5,415.765,415.765,9.071,interpolated_between_trip_triggers
VIN011_20260213T160000Z_0004,VIN011,2,trajectory,2026-02-13T16:05:30+00:00,330.0,49.144,2.4405,71.0,415.754,831.519,9.071,interpolated_between_trip_triggers
VIN011_20260213T160000Z_0004,VIN011,3,trajectory,2026-02-13T16:08:15+00:00,495.0,49.1465,2.44475,71.5,415.742,1247.261,9.071,interpolated_between_trip_triggers
VIN011_20260213T160000Z_0004,VIN011,4,destination,2026-02-13T16:11:00+00:00,660.0,49.149,2.449,72.0,415.73,1662.991,9.07,interpolated_between_trip_triggers
VIN011_20260213T190000Z_0005,VIN011,0,start,2026-02-13T19:00:00+00:00,0.0,49.142,2.436,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN011_20260213T190000Z_0005,VIN011,1,trajectory,2026-02-13T19:02:24+00:00,144.0,49.1448,2.4376,70.4,332.388,332.388,8.31,interpolated_between_trip_triggers
VIN011_20260213T190000Z_0005,VIN011,2,trajectory,2026-02-13T19:04:48+00:00,288.0,49.1476,2.4392,70.8,332.386,664.774,8.31,interpolated_between_trip_triggers
VIN011_20260213T190000Z_0005,VIN011,3,trajectory,2026-02-13T19:07:12+00:00,432.0,49.1504,2.4408,71.2,332.383,997.157,8.31,interpolated_between_trip_triggers
VIN011_20260213T190000Z_0005,VIN011,4,trajectory,2026-02-13T19:09:36+00:00,576.0,49.1532,2.4424,71.6,332.381,1329.538,8.31,interpolated_between_trip_triggers
VIN011_20260213T190000Z_0005,VIN011,5,destination,2026-02-13T19:12:00+00:00,720.0,49.156,2.444,72.0,332.379,1661.917,8.309,interpolated_between_trip_triggers
VIN012_20260213T070000Z_0001,VIN012,0,start,2026-02-13T07:00:00+00:00,0.0,49.16,2.44,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN012_20260213T070000Z_0001,VIN012,1,trajectory,2026-02-13T07:02:00+00:00,120.0,49.1625,2.442,70.5,313.73,313.73,9.412,interpolated_between_trip_triggers
VIN012_20260213T070000Z_0001,VIN012,2,trajectory,2026-02-13T07:04:00+00:00,240.0,49.165,2.444,71.0,313.727,627.457,9.412,interpolated_between_trip_triggers
VIN012_20260213T070000Z_0001,VIN012,3,trajectory,2026-02-13T07:06:00+00:00,360.0,49.1675,2.446,71.5,313.723,941.18,9.412,interpolated_between_trip_triggers
VIN012_20260213T070000Z_0001,VIN012,4,destination,2026-02-13T07:08:00+00:00,480.0,49.17,2.448,72.0,313.72,1254.9,9.412,interpolated_between_trip_triggers
VIN012_20260213T100000Z_0002,VIN012,0,start,2026-02-13T10:00:00+00:00,0.0,49.163,2.444,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN012_20260213T100000Z_0002,VIN012,1,trajectory,2026-02-13T10:01:48+00:00,108.0,49.1658,2.4462,70.4,350.034,350.034,11.668,interpolated_between_trip_triggers
VIN012_20260213T100000Z_0002,VIN012,2,trajectory,2026-02-13T10:03:36+00:00,216.0,49.1686,2.4484,70.8,350.03,700.064,11.668,interpolated_between_trip_triggers
VIN012_20260213T100000Z_0002,VIN012,3,trajectory,2026-02-13T10:05:24+00:00,324.0,49.1714,2.4506,71.2,350.026,1050.09,11.668,interpolated_between_trip_triggers
VIN012_20260213T100000Z_0002,VIN012,4,trajectory,2026-02-13T10:07:12+00:00,432.0,49.1742,2.4528,71.6,350.022,1400.112,11.667,interpolated_between_trip_triggers
VIN012_20260213T100000Z_0002,VIN012,5,destination,2026-02-13T10:09:00+00:00,540.0,49.177,2.455,72.0,350.018,1750.13,11.667,interpolated_between_trip_triggers
VIN012_20260213T130000Z_0003,VIN012,0,start,2026-02-13T13:00:00+00:00,0.0,49.166,2.448,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN012_20260213T130000Z_0003,VIN012,1,trajectory,2026-02-13T13:01:40+00:00,100.0,49.169,2.4503333,70.3,374.243,374.243,13.473,interpolated_between_trip_triggers
VIN012_20260213T130000Z_0003,VIN012,2,trajectory,2026-02-13T13:03:20+00:00,200.0,49.172,2.4526667,70.7,374.241,748.484,13.473,interpolated_between_trip_triggers
VIN012_20260213T130000Z_0003,VIN012,3,trajectory,2026-02-13T13:05:00+00:00,300.0,49.175,2.455,71.0,374.233,1122.718,13.472,interpolated_between_trip_triggers
VIN012_20260213T130000Z_0003,VIN012,4,trajectory,2026-02-13T13:06:40+00:00,400.0,49.178,2.4573333,71.3,374.229,1496.946,13.472,interpolated_between_trip_triggers
VIN012_20260213T130000Z_0003,VIN012,5,trajectory,2026-02-13T13:08:20+00:00,500.0,49.181,2.4596667,71.7,374.227,1871.174,13.472,interpolated_between_trip_triggers
VIN012_20260213T130000Z_0003,VIN012,6,destination,2026-02-13T13:10:00+00:00,600.0,49.184,2.462,72.0,374.219,2245.393,13.472,interpolated_between_trip_triggers
VIN012_20260213T160000Z_0004,VIN012,0,start,2026-02-13T16:00:00+00:00,0.0,49.169,2.452,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN012_20260213T160000Z_0004,VIN012,1,trajectory,2026-02-13T16:02:45+00:00,165.0,49.1715,2.45625,70.5,415.626,415.626,9.068,interpolated_between_trip_triggers
VIN012_20260213T160000Z_0004,VIN012,2,trajectory,2026-02-13T16:05:30+00:00,330.0,49.174,2.4605,71.0,415.614,831.24,9.068,interpolated_between_trip_triggers
VIN012_20260213T160000Z_0004,VIN012,3,trajectory,2026-02-13T16:08:15+00:00,495.0,49.1765,2.46475,71.5,415.603,1246.843,9.068,interpolated_between_trip_triggers
VIN012_20260213T160000Z_0004,VIN012,4,destination,2026-02-13T16:11:00+00:00,660.0,49.179,2.469,72.0,415.591,1662.434,9.067,interpolated_between_trip_triggers
VIN012_20260213T190000Z_0005,VIN012,0,start,2026-02-13T19:00:00+00:00,0.0,49.172,2.456,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN012_20260213T190000Z_0005,VIN012,1,trajectory,2026-02-13T19:02:24+00:00,144.0,49.1748,2.4576,70.4,332.363,332.363,8.309,interpolated_between_trip_triggers
VIN012_20260213T190000Z_0005,VIN012,2,trajectory,2026-02-13T19:04:48+00:00,288.0,49.1776,2.4592,70.8,332.361,664.724,8.309,interpolated_between_trip_triggers
VIN012_20260213T190000Z_0005,VIN012,3,trajectory,2026-02-13T19:07:12+00:00,432.0,49.1804,2.4608,71.2,332.359,997.083,8.309,interpolated_between_trip_triggers
VIN012_20260213T190000Z_0005,VIN012,4,trajectory,2026-02-13T19:09:36+00:00,576.0,49.1832,2.4624,71.6,332.356,1329.44,8.309,interpolated_between_trip_triggers
VIN012_20260213T190000Z_0005,VIN012,5,destination,2026-02-13T19:12:00+00:00,720.0,49.186,2.464,72.0,332.354,1661.794,8.309,interpolated_between_trip_triggers
VIN013_20260213T070000Z_0001,VIN013,0,start,2026-02-13T07:00:00+00:00,0.0,49.19,2.46,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN013_20260213T070000Z_0001,VIN013,1,trajectory,2026-02-13T07:02:00+00:00,120.0,49.1925,2.462,70.5,313.689,313.689,9.411,interpolated_between_trip_triggers
VIN013_20260213T070000Z_0001,VIN013,2,trajectory,2026-02-13T07:04:00+00:00,240.0,49.195,2.464,71.0,313.686,627.375,9.411,interpolated_between_trip_triggers
VIN013_20260213T070000Z_0001,VIN013,3,trajectory,2026-02-13T07:06:00+00:00,360.0,49.1975,2.466,71.5,313.682,941.057,9.41,interpolated_between_trip_triggers
VIN013_20260213T070000Z_0001,VIN013,4,destination,2026-02-13T07:08:00+00:00,480.0,49.2,2.468,72.0,313.679,1254.736,9.41,interpolated_between_trip_triggers
VIN013_20260213T100000Z_0002,VIN013,0,start,2026-02-13T10:00:00+00:00,0.0,49.193,2.464,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN013_20260213T100000Z_0002,VIN013,1,trajectory,2026-02-13T10:01:48+00:00,108.0,49.1958,2.4662,70.4,349.99,349.99,11.666,interpolated_between_trip_triggers
VIN013_20260213T100000Z_0002,VIN013,2,trajectory,2026-02-13T10:03:36+00:00,216.0,49.1986,2.4684,70.8,349.986,699.976,11.666,interpolated_between_trip_triggers
VIN013_20260213T100000Z_0002,VIN013,3,trajectory,2026-02-13T10:05:24+00:00,324.0,49.2014,2.4706,71.2,349.982,1049.957,11.666,interpolated_between_trip_triggers
VIN013_20260213T100000Z_0002,VIN013,4,trajectory,2026-02-13T10:07:12+00:00,432.0,49.2042,2.4728,71.6,349.977,1399.935,11.666,interpolated_between_trip_triggers
VIN013_20260213T100000Z_0002,VIN013,5,destination,2026-02-13T10:09:00+00:00,540.0,49.207,2.475,72.0,349.973,1749.908,11.666,interpolated_between_trip_triggers
VIN013_20260213T130000Z_0003,VIN013,0,start,2026-02-13T13:00:00+00:00,0.0,49.196,2.468,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN013_20260213T130000Z_0003,VIN013,1,trajectory,2026-02-13T13:01:40+00:00,100.0,49.199,2.4703333,70.3,374.196,374.196,13.471,interpolated_between_trip_triggers
VIN013_20260213T130000Z_0003,VIN013,2,trajectory,2026-02-13T13:03:20+00:00,200.0,49.202,2.4726667,70.7,374.195,748.391,13.471,interpolated_between_trip_triggers
VIN013_20260213T130000Z_0003,VIN013,3,trajectory,2026-02-13T13:05:00+00:00,300.0,49.205,2.475,71.0,374.187,1122.578,13.471,interpolated_between_trip_triggers
VIN013_20260213T130000Z_0003,VIN013,4,trajectory,2026-02-13T13:06:40+00:00,400.0,49.208,2.4773333,71.3,374.182,1496.76,13.471,interpolated_between_trip_triggers
VIN013_20260213T130000Z_0003,VIN013,5,trajectory,2026-02-13T13:08:20+00:00,500.0,49.211,2.4796667,71.7,374.181,1870.941,13.471,interpolated_between_trip_triggers
VIN013_20260213T130000Z_0003,VIN013,6,destination,2026-02-13T13:10:00+00:00,600.0,49.214,2.482,72.0,374.173,2245.114,13.47,interpolated_between_trip_triggers
VIN013_20260213T160000Z_0004,VIN013,0,start,2026-02-13T16:00:00+00:00,0.0,49.199,2.472,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN013_20260213T160000Z_0004,VIN013,1,trajectory,2026-02-13T16:02:45+00:00,165.0,49.2015,2.47625,70.5,415.487,415.487,9.065,interpolated_between_trip_triggers
VIN013_20260213T160000Z_0004,VIN013,2,trajectory,2026-02-13T16:05:30+00:00,330.0,49.204,2.4805,71.0,415.475,830.962,9.065,interpolated_between_trip_triggers
VIN013_20260213T160000Z_0004,VIN013,3,trajectory,2026-02-13T16:08:15+00:00,495.0,49.2065,2.48475,71.5,415.464,1246.426,9.065,interpolated_between_trip_triggers
VIN013_20260213T160000Z_0004,VIN013,4,destination,2026-02-13T16:11:00+00:00,660.0,49.209,2.489,72.0,415.452,1661.878,9.064,interpolated_between_trip_triggers
VIN013_20260213T190000Z_0005,VIN013,0,start,2026-02-13T19:00:00+00:00,0.0,49.202,2.476,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN013_20260213T190000Z_0005,VIN013,1,trajectory,2026-02-13T19:02:24+00:00,144.0,49.2048,2.4776,70.4,332.339,332.339,8.308,interpolated_between_trip_triggers
VIN013_20260213T190000Z_0005,VIN013,2,trajectory,2026-02-13T19:04:48+00:00,288.0,49.2076,2.4792,70.8,332.336,664.675,8.308,interpolated_between_trip_triggers
VIN013_20260213T190000Z_0005,VIN013,3,trajectory,2026-02-13T19:07:12+00:00,432.0,49.2104,2.4808,71.2,332.334,997.009,8.308,interpolated_between_trip_triggers
VIN013_20260213T190000Z_0005,VIN013,4,trajectory,2026-02-13T19:09:36+00:00,576.0,49.2132,2.4824,71.6,332.332,1329.341,8.308,interpolated_between_trip_triggers
VIN013_20260213T190000Z_0005,VIN013,5,destination,2026-02-13T19:12:00+00:00,720.0,49.216,2.484,72.0,332.329,1661.67,8.308,interpolated_between_trip_triggers
