vin,triggerOrContext,name,scalarValue,timeSeriesValue,vehicleCollectionTime,inCdpTime,fuel,hyb,model
VIN006,Vehicle/Trigger/StartOfJourney,locationLongitude,2.336,,2026-02-13T19:00:00Z,2026-02-13T19:00:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T19:00:00Z,2026-02-13T19:00:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/EndOfJourney,locationLatitude,49.006,,2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/EndOfJourney,locationLongitude,2.344,,2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN006,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.992, 48.9948, 48.9976, 49.0004, 49.0032, 49.006]",2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN006,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.336, 2.3376, 2.3392, 2.3408, 2.3424, 2.344]",2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN006,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/StartOfJourney,locationLatitude,49.01,,2026-02-13T07:00:00Z,2026-02-13T07:00:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/StartOfJourney,locationLongitude,2.34,,2026-02-13T07:00:00Z,2026-02-13T07:00:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T07:00:00Z,2026-02-13T07:00:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/EndOfJourney,locationLatitude,49.02,,2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/EndOfJourney,locationLongitude,2.348,,2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN007,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[49.01, 49.0125, 49.015, 49.0175, 49.02]",2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN007,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.34, 2.342, 2.344, 2.346, 2.348]",2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN007,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/StartOfJourney,locationLatitude,49.013,,2026-02-13T10:00:00Z,2026-02-13T10:00:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/StartOfJourney,locationLongitude,2.344,,2026-02-13T10:00:00Z,2026-02-13T10:00:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T10:00:00Z,2026-02-13T10:00:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/EndOfJourney,locationLatitude,49.027,,2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/EndOfJourney,locationLongitude,2.355,,2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN007,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[49.013, 49.0158, 49.0186, 49.0214, 49.0242, 49.027]",2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN007,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.344, 2.3462, 2.3484, 2.3506, 2.3528, 2.355]",2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN007,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/StartOfJourney,locationLatitude,49.016,,2026-02-13T13:00:00Z,2026-02-13T13:00:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/StartOfJourney,locationLongitude,2.348,,2026-02-13T13:00:00Z,2026-02-13T13:00:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T13:00:00Z,2026-02-13T13:00:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/EndOfJourney,locationLatitude,49.034,,2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/EndOfJourney,locationLongitude,2.362,,2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN007,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[49.016, 49.019, 49.022, 49.025, 49.028, 49.031, 49.034]",2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN007,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.348, 2.3503333, 2.3526667, 2.355, 2.3573333, 2.3596667, 2.362]",2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN007,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.3, 70.7, 71.0, 71.3, 71.7, 72.0]",2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/StartOfJourney,locationLatitude,49.019,,2026-02-13T16:00:00Z,2026-02-13T16:00:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/StartOfJourney,locationLongitude,2.352,,2026-02-13T16:00:00Z,2026-02-13T16:00:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T16:00:00Z,2026-02-13T16:00:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/EndOfJourney,locationLatitude,49.029,,2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/EndOfJourney,locationLongitude,2.369,,2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN007,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[49.019, 49.0215, 49.024, 49.0265, 49.029]",2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN007,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.352, 2.35625, 2.3605, 2.36475, 2.369]",2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN007,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/StartOfJourney,locationLatitude,49.022,,2026-02-13T19:00:00Z,2026-02-13T19:00:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/StartOfJourney,locationLongitude,2.356,,2026-02-13T19:00:00Z,2026-02-13T19:00:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T19:00:00Z,2026-02-13T19:00:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/EndOfJourney,locationLatitude,49.036,,2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/EndOfJourney,locationLongitude,2.364,,2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN007,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN007,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[49.022, 49.0248, 49.0276, 49.0304, 49.0332, 49.036]",2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN007,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.356, 2.3576, 2.3592, 2.3608, 2.3624, 2.364]",2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN007,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/StartOfJourney,locationLatitude,49.04,,2026-02-13T07:00:00Z,2026-02-13T07:00:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/StartOfJourney,locationLongitude,2.36,,2026-02-13T07:00:00Z,2026-02-13T07:00:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T07:00:00Z,2026-02-13T07:00:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/EndOfJourney,locationLatitude,49.05,,2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/EndOfJourney,locationLongitude,2.368,,2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN008,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[49.04, 49.0425, 49.045, 49.0475, 49.05]",2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN008,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.36, 2.362, 2.364, 2.366, 2.368]",2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN008,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/StartOfJourney,locationLatitude,49.043,,2026-02-13T10:00:00Z,2026-02-13T10:00:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/StartOfJourney,locationLongitude,2.364,,2026-02-13T10:00:00Z,2026-02-13T10:00:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T10:00:00Z,2026-02-13T10:00:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/EndOfJourney,locationLatitude,49.057,,2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/EndOfJourney,locationLongitude,2.375,,2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN008,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[49.043, 49.0458, 49.0486, 49.0514, 49.0542, 49.057]",2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN008,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.364, 2.3662, 2.3684, 2.3706, 2.3728, 2.375]",2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN008,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/StartOfJourney,locationLatitude,49.046,,2026-02-13T13:00:00Z,2026-02-13T13:00:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/StartOfJourney,locationLongitude,2.368,,2026-02-13T13:00:00Z,2026-02-13T13:00:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T13:00:00Z,2026-02-13T13:00:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/EndOfJourney,locationLatitude,49.064,,2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/EndOfJourney,locationLongitude,2.382,,2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN008,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[49.046, 49.049, 49.052, 49.055, 49.058, 49.061, 49.064]",2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN008,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.368, 2.3703333, 2.3726667, 2.375, 2.3773333, 2.3796667, 2.382]",2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN008,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.3, 70.7, 71.0, 71.3, 71.7, 72.0]",2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/StartOfJourney,locationLatitude,49.049,,2026-02-13T16:00:00Z,2026-02-13T16:00:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/StartOfJourney,locationLongitude,2.372,,2026-02-13T16:00:00Z,2026-02-13T16:00:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T16:00:00Z,2026-02-13T16:00:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/EndOfJourney,locationLatitude,49.059,,2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/EndOfJourney,locationLongitude,2.389,,2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN008,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[49.049, 49.0515, 49.054, 49.0565, 49.059]",2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN008,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.372, 2.37625, 2.3805, 2.38475, 2.389]",2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN008,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/StartOfJourney,locationLatitude,49.052,,2026-02-13T19:00:00Z,2026-02-13T19:00:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/StartOfJourney,locationLongitude,2.376,,2026-02-13T19:00:00Z,2026-02-13T19:00:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T19:00:00Z,2026-02-13T19:00:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/EndOfJourney,locationLatitude,49.066,,2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/EndOfJourney,locationLongitude,2.384,,2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN008,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN008,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[49.052, 49.0548, 49.0576, 49.0604, 49.0632, 49.066]",2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN008,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.376, 2.3776, 2.3792, 2.3808, 2.3824, 2.384]",2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN008,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/StartOfJourney,locationLatitude,49.07,,2026-02-13T07:00:00Z,2026-02-13T07:00:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/StartOfJourney,locationLongitude,2.38,,2026-02-13T07:00:00Z,2026-02-13T07:00:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T07:00:00Z,2026-02-13T07:00:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/EndOfJourney,locationLatitude,49.08,,2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/EndOfJourney,locationLongitude,2.388,,2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN009,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[49.07, 49.0725, 49.075, 49.0775, 49.08]",2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN009,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.38, 2.382, 2.384, 2.386, 2.388]",2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN009,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/StartOfJourney,locationLatitude,49.073,,2026-02-13T10:00:00Z,2026-02-13T10:00:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/StartOfJourney,locationLongitude,2.384,,2026-02-13T10:00:00Z,2026-02-13T10:00:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T10:00:00Z,2026-02-13T10:00:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/EndOfJourney,locationLatitude,49.087,,2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/EndOfJourney,locationLongitude,2.395,,2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN009,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[49.073, 49.0758, 49.0786, 49.0814, 49.0842, 49.087]",2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN009,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.384, 2.3862, 2.3884, 2.3906, 2.3928, 2.395]",2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN009,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/StartOfJourney,locationLatitude,49.076,,2026-02-13T13:00:00Z,2026-02-13T13:00:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/StartOfJourney,locationLongitude,2.388,,2026-02-13T13:00:00Z,2026-02-13T13:00:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T13:00:00Z,2026-02-13T13:00:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/EndOfJourney,locationLatitude,49.094,,2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/EndOfJourney,locationLongitude,2.402,,2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN009,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[49.076, 49.079, 49.082, 49.085, 49.088, 49.091, 49.094]",2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN009,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.388, 2.3903333, 2.3926667, 2.395, 2.3973333, 2.3996667, 2.402]",2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN009,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.3, 70.7, 71.0, 71.3, 71.7, 72.0]",2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/StartOfJourney,locationLatitude,49.079,,2026-02-13T16:00:00Z,2026-02-13T16:00:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/StartOfJourney,locationLongitude,2.392,,2026-02-13T16:00:00Z,2026-02-13T16:00:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T16:00:00Z,2026-02-13T16:00:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/EndOfJourney,locationLatitude,49.089,,2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/EndOfJourney,locationLongitude,2.409,,2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN009,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[49.079, 49.0815, 49.084, 49.0865, 49.089]",2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN009,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.392, 2.39625, 2.4005, 2.40475, 2.409]",2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN009,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/StartOfJourney,locationLatitude,49.082,,2026-02-13T19:00:00Z,2026-02-13T19:00:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/StartOfJourney,locationLongitude,2.396,,2026-02-13T19:00:00Z,2026-02-13T19:00:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T19:00:00Z,2026-02-13T19:00:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/EndOfJourney,locationLatitude,49.096,,2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/EndOfJourney,locationLongitude,2.404,,2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN009,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN009,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[49.082, 49.0848, 49.0876, 49.0904, 49.0932, 49.096]",2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN009,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.396, 2.3976, 2.3992, 2.4008, 2.4024, 2.404]",2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN009,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN010,Vehicle/Trigger/StartOfJourney,locationLatitude,49.1,,2026-02-13T07:00:00Z,2026-02-13T07:00:01Z,electric,bev,fixture
VIN010,Vehicle/Trigger/StartOfJourney,locationLongitude,2.4,,2026-02-13T07:00:00Z,2026-02-13T07:00:01Z,electric,bev,fixture
VIN010,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T07:00:00Z,2026-02-13T07:00:01Z,electric,bev,fixture
VIN010,Vehicle/Trigger/EndOfJourney,locationLatitude,49.11,,2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN010,Vehicle/Trigger/EndOfJourney,locationLongitude,2.408,,2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN010,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN010,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[49.1, 49.1025, 49.105, 49.1075, 49.11]",2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN010,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.4, 2.402, 2.404, 2.406, 2.408]",2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN010,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN010,Vehicle/Trigger/StartOfJourney,locationLatitude,49.103,,2026-02-13T10:00:00Z,2026-02-13T10:00:01Z,electric,bev,fixture
VIN010,Vehicle/Trigger/StartOfJourney,locationLongitude,2.404,,2026-02-13T10:00:00Z,2026-02-13T10:00:01Z,electric,bev,fixture
